y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,28,36,27,36,26,36,25,36,24,36,23,36,22,36,21,36,20,36,19,36,19,35,18,35,18,34,18,33,18,32,17,32,16,32,15,32,15,31,15,30,14,30,13,30,12,30,11,30,10,30,9,30,9,29,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,38,36,38,35,38,34,38,33,37,33,37,32,36,32,35,32,34,32,33,32,32,32,32,31,31,31,30,31,29,31,28,31,28,30,27,30,27,29,27,28,27,27,27,26,27,25,27,24,27,23,27,22,27,23,27,24,26,24,25,24,24,24,23,24,22,24,21,24,20,24,19,24,18,24,17,24,17,25,17,26,17,27,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,29,35,28,35,27,35,26,35,25,35,24,35,23,35,22,35,21,35,20,35,19,35,18,35,17,35,16,35,15,35,14,35,13,35,13,34,13,33,13,32,13,31,13,30,12,30,11,30,11,29,10,29,9,29,8,29,7,29,6,29,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,33,37,32,37,31,37,30,37,29,37,29,38,28,38,27,38,26,38,26,39,25,39,24,39,23,39,22,39,22,38,22,37,21,37,20,37,19,37,19,36,18,36,17,36,17,35,17,34,16,34,16,33,16,32,16,31,15,31,15,30,15,29,14,29,13,29,12,29,11,29,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,38,35,37,35,37,34,36,34,35,34,34,34,33,34,32,34,32,33,31,33,30,33,30,32,29,32,29,31,28,31,27,31,26,31,26,30,25,30,24,30,24,29,23,29,22,29,21,29,21,28,20,28,19,28,18,28,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,28,36,27,36,26,36,25,36,24,36,23,36,23,35,22,35,22,34,21,34,20,34,20,33,19,33,19,32,18,32,17,32,16,32,15,32,15,31,14,31,13,31,12,31,11,31,11,30,10,30,9,30,8,30,7,30,6,30,5,30,4,30,3,30,2,30,2,29,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,35,35,34,35,33,35,32,35,32,34,31,34,31,33,30,33,29,33,28,33,27,33,27,32,27,31,26,31,26,30,25,30,24,30,24,29,24,28,23,28,23,27,23,26,23,25,23,24,22,24,22,25,21,25,20,25,19,25,18,25,17,25,16,25,16,26,15,26,14,26,13,26,12,26,11,26,11,27,10,27,9,27,8,27,7,27,6,27,5,27,4,27,3,27,2,27,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,36,35,35,35,34,35,33,35,32,35,31,35,30,35,29,35,28,35,27,35,26,35,25,35,24,35,23,35,23,34,22,34,22,33,21,33,20,33,19,33,18,33,18,32,18,31,17,31,17,30,16,30,15,30,14,30,13,30,12,30,11,30,10,30,10,29,9,29,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,31,35,30,35,30,34,29,34,28,34,27,34,26,34,25,34,24,34,23,34,22,34,21,34,20,34,20,33,20,32,20,31,19,31,18,31,18,30,17,30,17,29,17,28,16,28,15,28,14,28,13,28,12,28,11,28,10,28,9,28,8,28,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,29,35,29,34,28,34,27,34,26,34,25,34,25,33,24,33,23,33,22,33,21,33,20,33,19,33,18,33,17,33,16,33,15,33,14,33,13,33,12,33,11,33,10,33,10,32,10,31,9,31,9,30,8,30,8,29,7,29,7,28,6,28,5,28,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,33,37,32,37,31,37,30,37,29,37,28,37,27,37,26,37,25,37,24,37,23,37,22,37,21,37,20,37,19,37,18,37,17,37,16,37,16,36,16,35,15,35,14,35,14,34,13,34,12,34,12,33,11,33,10,33,10,32,10,31,9,31,8,31,7,31,6,31,5,31,4,31,4,30,4,29,3,29,2,29,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,28,36,28,37,27,37,26,37,25,37,24,37,23,37,22,37,22,38,21,38,20,38,19,38,18,38,17,38,16,38,15,38,14,38,13,38,12,38,12,37,12,36,12,35,12,34,12,33,12,32,11,32,10,32,10,31,9,31,9,30,8,30,7,30,6,30,5,30,5,29,4,29,4,28,3,28,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,34,35,33,35,32,35,31,35,30,35,29,35,29,34,29,33,28,33,27,33,27,32,26,32,25,32,25,31,24,31,23,31,22,31,21,31,21,30,20,30,19,30,19,29,18,29,17,29,16,29,15,29,14,29,14,28,14,27,14,26,14,25,14,26,13,26,12,26,11,26,11,27,10,27,9,27,8,27,7,27,6,27,5,27,4,27,3,27,2,27,2,28,1,28,0,28
39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,31,36,30,36,29,36,28,36,27,36,27,37,27,38,26,38,25,38,24,38,23,38,22,38,21,38,20,38,19,38,18,38,17,38,17,37,17,36,17,35,16,35,15,35,15,34,14,34,14,33,13,33,12,33,11,33,11,32,10,32,10,31,9,31,8,31,7,31,7,30,6,30,6,29,5,29,4,29,3,29,2,29,1,29,1,28,0,28
39,36,39,36,39,36,39,36,38,36,37,36,36,36,35,36,34,36,34,35,33,35,32,35,31,35,31,34,30,34,29,34,28,34,27,34,26,34,25,34,24,34,23,34,22,34,22,33,22,32,22,31,21,31,20,31,20,30,19,30,18,30,18,29,18,28,18,27,17,27,17,26,16,26,15,26,14,26,14,25,13,25,12,25,12,24,12,23,12,24,12,25,12,26,11,26,10,26,10,27,9,27,8,27,7,27,6,27,5,27,4,27,4,28,3,28,2,28,1,28,0,28
39,36,39,36,38,36,37,36,36,36,35,36,34,36,33,36,32,36,32,35,31,35,31,34,31,33,31,32,31,31,30,31,29,31,29,30,28,30,27,30,27,29,27,28,27,27,27,26,27,25,27,24,26,24,25,24,25,23,25,22,24,22,23,22,22,22,21,22,20,22,20,23,19,23,18,23,17,23,16,23,16,24,15,24,14,24,13,24,12,24,12,25,11,25,10,25,9,25,8,25,8,26,7,26,7,27,6,27,5,27,4,27,3,27,3,28,2,28,1,28,0,28
